id_bod|id_schuze|id_tisk|id_typ|bod|uplny_naz|uplny_kon|poznamka|id_bod_stav|pozvanka|rj|pozn2|druh_bodu|id_sd|zkratka
3519|89|2580|2|73|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Moldavskou republikou o podpoøe a vzájemné ochranì investic, podepsaná dne 12. kvìtna 1999 v Praze |/snìmovní tisk 404/||0||||||D Moldávie investice|
3519|89|2580|2|83|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Moldavskou republikou o podpoøe a vzájemné ochranì investic, podepsaná dne 12. kvìtna 1999 v Praze|/snìmovní tisk 404/||1|1||||||
3520|89|2581|2|75|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Evropská úmluva o odškodòování obìtí násilnıch trestnıch èinù, Štrasburk 24. listopadu 1983 |/snìmovní tisk 405/||0||||||EÚ odškod.obìtí trest.è.|
3520|89|2581|2|85|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Evropská úmluva o odškodòování obìtí násilnıch trestnıch èinù, Štrasburk 24. listopadu 1983|/snìmovní tisk 405/||1|1||||||
3521|89|2582|2|76|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Úmluva o finanèních operacích provádìnıch dùvìrnì obeznámenımi osobami, Štrasburk 20. dubna 1989 a její Protokol, Štrasburk 11. záøí 1989  |/snìmovní tisk 406/||0||||||Ú finanè. operace|
3521|89|2582|2|86|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Úmluva o finanèních operacích provádìnıch dùvìrnì obeznámenımi osobami, Štrasburk 20. dubna 1989 a její Protokol, Štrasburk 11. záøí 1989|/snìmovní tisk 406/||1|1||||||
3522|89|2588|2|71|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Úmluva o ochranì a vyuívání hranièních vodních tokù a mezinárodních jezer, sjednaná v Helsinkách dne 17. bøezna 1992 |/snìmovní tisk 412/||0||||||Ú ochr., vyu.hraniè.tokù|
3522|89|2588|2|81|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Úmluva o ochranì a vyuívání hranièních vodních tokù a mezinárodních jezer, sjednaná v Helsinkách dne 17. bøezna 1992|/snìmovní tisk 412/||1|1||||||
3523|89|2595|2|77|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Evropská úmluva o dohledu nad podmínìnì odsouzenımi a podmínìnì propuštìnımi pachateli, Štrasburk, 30. listopadu 1964|/snìmovní tisk 418/||0||||||EÚ dohled-podm.odsouz.|
3523|89|2595|2|87|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Evropská úmluva o dohledu nad podmínìnì odsouzenımi a podmínìnì propuštìnımi pachateli, Štrasburk, 30. listopadu 1964|/snìmovní tisk 418/||1|1||||||
3527|89|2655|1|123|Návrh rozpoètu Fondu národního majetku Èeské republiky pro rok 2000  |/snìmovní tisk 485/||0||||||FNM - rozp. r. 2000|
3527|89|2655|1|139|Návrh rozpoètu Fondu národního majetku Èeské republiky pro rok 2000|/snìmovní tisk 485/||1|1||||||
3538|89|2636|1|118|Program èinnosti Fondu dìtí a mládee na rok 2000 |/snìmovní tisk 459/||0||||||FDM-program r.2000|
3538|89|2636|1|134|Program èinnosti Fondu dìtí a mládee na rok 2000|/snìmovní tisk 459/||1|1||||||
3539|89|2637|1|119|Návrh rozpoètu Fondu dìtí a mládee na rok 2000 |/snìmovní tisk 460/||0||||||FDM-rozp. r. 2000|
3539|89|2637|1|135|Návrh rozpoètu Fondu dìtí a mládee na rok 2000|/snìmovní tisk 460/||1|1||||||
3540|89|2643|1|120|Návrh na zajištìní financování Programu obnovy vodních tokù a vodohospodáøskıch zaøízení z mimorozpoètovıch zdrojù v letech 2000 a 2001  |/snìmovní tisk 466/||0||||||prog.obnovy vod. tokù|
3540|89|2643|1|136|Návrh na zajištìní financování Programu obnovy vodních tokù a vodohospodáøskıch zaøízení z mimorozpoètovıch zdrojù v letech 2000 a 2001|/snìmovní tisk 466/||1|1||||||
3544|89|2684|1|125|Souhrnná svodná zpráva o postupu integrace Èeské republiky do Evropské unie  |/snìmovní tisk 506/||0||||||zpr. - integrace ÈR do EU|
3544|89|2684|1|141|Souhrnná svodná zpráva o postupu integrace Èeské republiky do Evropské unie|/snìmovní tisk 506/||1|1||||||
3545|89|2681|1|124|Postup privatizace státních podílù v podnicích s vıznamnou úèastí státu |/snìmovní tisk 505/||0||||||privatizace st. podílù|
3545|89|2681|1|140|Postup privatizace státních podílù v podnicích s vıznamnou úèastí státu|/snìmovní tisk 505/||1|1||||||
3546|89|2213|3|18|rušeného jednání|/snìmovní tisk 217/||1|1||||||
3546|89|2476|3|18|Návrh poslancù Zdeòka Klanici, Miloslava Kuèery st. a dalších na vydání zákona o jazyce Èeské republiky (jazykovı zákon) |/snìmovní tisk 319/|zamítnuto|0||||||jazykovı z.|
3546|89|2476|3|24|Návrh poslancù Zdeòka Klanici, Miloslava Kuèery st. a dalších na vydání zákona o jazyce Èeské republiky (jazykovı zákon)|/snìmovní tisk 319/||1|1||||||
3547|89|2476|5|103|Návrh poslancù Zdeòka Klanici, Miloslava Kuèery st. a dalších na vydání zákona o jazyce Èeské republiky (jazykovı zákon) |/snìmovní tisk 319/||3||||||jazykovı z.|
3547|89|2476|5|120|Návrh poslancù Zdeòka Klanici, Miloslava Kuèery st. a dalších na vydání zákona o jazyce Èeské republiky (jazykovı zákon)|/snìmovní tisk 319/||1|1||||||
3548|89|2550|3|22|Vládní návrh zákona o zdravotnickıch prostøedcích a o zmìnì nìkterıch souvisejících zákonù |/snìmovní tisk 386/||0||||||zdravotní prostøedky|
3548|89|2550|3|28|Vládní návrh zákona o zdravotnickıch prostøedcích a o zmìnì nìkterıch souvisejících zákonù|/snìmovní tisk 386/||1|1||||||
3552|89|2461|3|17|Návrh poslancù Vladimíra Doleala a dalších na vydání zákona, kterım se mìní a doplòuje zákon è. 174/1968 Sb., o státním odborném dozoru nad bezpeèností práce, ve znìní pozdìjších pøedpisù, zákon Èeské národní rady è. 61/1988 Sb., o hornické èinnosti, vıbušninách a o státní báòské správì, ve znìní pozdìjších pøedpisù, zákon è. 455/1991 Sb., o ivnostenském podnikání (ivnostenskı zákon), ve znìní pozdìjších pøedpisù|/snìmovní tisk 307/||0||||||bezpeè.práce,hor.,ivn.|
3552|89|2635|3|17|Vládní návrh zákona, kterım se mìní zákon è. 328/1991 Sb., o konkursu a vyrovnání, ve znìní pozdìjších pøedpisù|/snìmovní tisk 458/||1|1||||||
3554|89|2461|5|102|Návrh poslancù Vladimíra Doleala a dalších na vydání zákona, kterım se mìní a doplòuje zákon è. 174/1968 Sb., o státním odborném dozoru nad bezpeèností práce, ve znìní pozdìjších pøedpisù, zákon Èeské národní rady è. 61/1988 Sb., o hornické èinnosti, vıbušninách a o státní báòské správì, ve znìní pozdìjších pøedpisù, zákon è. 455/1991 Sb., o ivnostenském podnikání (ivnostenskı zákon), ve znìní pozdìjších pøedpisù|/snìmovní tisk 307/||0||||||bezpeè.práce,hor.,ivn.|
3559|89|2557|3|21|Vládní návrh zákona o Státním fondu rozvoje bydlení a o zmìnì zákona è. 171/1991 Sb., o pùsobnosti orgánù Èeské republiky ve vìcech pøevodù majetku státu na jiné osoby a o Fondu národního majetku Èeské republiky, ve znìní pozdìjších pøedpisù  |/snìmovní tisk 393/||0||||||St.fond rozvoje bydlení|
3559|89|2557|3|27|Vládní návrh zákona o Státním fondu rozvoje bydlení a o zmìnì zákona è. 171/1991 Sb., o pùsobnosti orgánù Èeské republiky ve vìcech pøevodù majetku státu na jiné osoby a o Fondu národního majetku Èeské republiky, ve znìní pozdìjších pøedpisù|/snìmovní tisk 393/||1|1||||||
3560|89|2557|5|106|Vládní návrh zákona o Státním fondu rozvoje bydlení a o zmìnì zákona è. 171/1991 Sb., o pùsobnosti orgánù Èeské republiky ve vìcech pøevodù majetku státu na jiné osoby a o Fondu národního majetku Èeské republiky, ve znìní pozdìjších pøedpisù  |/snìmovní tisk 393/|vyøazen z poøadu schùze |3||||||St.fond rozvoje bydlení|
3560|89|2557|5|123|Vládní návrh zákona o Státním fondu rozvoje bydlení a o zmìnì zákona è. 171/1991 Sb., o pùsobnosti orgánù Èeské republiky ve vìcech pøevodù majetku státu na jiné osoby a o Fondu národního majetku Èeské republiky, ve znìní pozdìjších pøedpisù|/snìmovní tisk 393/||1|1||||||
3561|89|2520|3|15|Vládní návrh zákona, kterım se mìní nìkteré zákony na ochranu prùmyslového vlastnictví |/snìmovní tisk 357/||0||||||ochr. prùm. vlastnictví - EU|
3561|89|2520|3|16|Vládní návrh zákona, kterım se mìní nìkteré zákony na ochranu prùmyslového vlastnictví|/snìmovní tisk 357/||1|1||||||
3562|89|2520|5|100|Vládní návrh zákona, kterım se mìní nìkteré zákony na ochranu prùmyslového vlastnictví |/snìmovní tisk 357/||0||||||ochr. prùm. vlastnictví - EU|
3562|89|2520|5|112|Vládní návrh zákona, kterım se mìní nìkteré zákony na ochranu prùmyslového vlastnictví|/snìmovní tisk 357/||1|1||||||
3565|89|2641|1|47|Návrh poslancù Petra Matìjù, Waltra Bartoše, Petra Plevy a dalších na vydání zákona, kterım se mìní zákon è. 111/1998 Sb., o vysokıch školách |/snìmovní tisk 464/|zamítnuto|0||||||o vysokıch školách-P.M.|
3565|89|2641|1|57|Návrh poslancù Petra Matìjù, Waltra Bartoše, Petra Plevy a dalších na vydání zákona, kterım se mìní zákon è. 111/1998 Sb., o vysokıch školách|/snìmovní tisk 464/||1|1||||||
3567|89|2646|1|50|Senátní návrh zákona, kterım se mìní zákon è. 172/1991 Sb., o pøechodu nìkterıch vìcí z majetku Èeské republiky do vlastnictví obcí, ve znìní zákona è. 485/1991 Sb. a zákona è. 10/1993 Sb. |/snìmovní tisk 468/|pøerušeno|0||||||pøechod vìcí z majetku ÈR|
3567|89|2646|1|60|Senátní návrh zákona, kterım se mìní zákon è. 172/1991 Sb., o pøechodu nìkterıch vìcí z majetku Èeské republiky do vlastnictví obcí, ve znìní zákona è. 485/1991 Sb. a zákona è. 10/1993 Sb.|/snìmovní tisk 468/||1|1||||||
3569|89|2289|14|3|Návrh zákona o poskytnutí jednorázové penìní èástky pøíslušníkùm èeskoslovenskıch zahranièních armád v letech 1939 - 1945|/snìmovní tisk 251/4/||1|1||||||
3569|89|2289|14|4|Návrh zákona o poskytnutí jednorázové penìní èástky pøíslušníkùm èeskoslovenskıch zahranièních armád v letech 1939 - 1945    |/snìmovní tisk 251/||0||||||pøísp.pøísl.ès.zahr.armád|
3570|89|2285|14|2|Návrh zákona o právech a povinnostech pøi vydávání periodického tisku a o zmìnì nìkterıch dalších zákonù (tiskovı zákon)|/snìmovní tisk 245/5/||1|1||||||
3570|89|2285|14|3|Návrh zákona o právech a povinnostech pøi vydávání periodického tisku a o zmìnì nìkterıch dalších zákonù (tiskovı zákon) |/snìmovní tisk 245/||0||||||tiskovı zákon - EU|
3572|89|2649|1|48|Návrh poslancù Radko Martínka, Miloslava Vıborného, Petra Mareše, Jiøího Patoèky a Miloslava Kuèery st. na vydání zákona, kterım se mìní zákon è. 111/1998 Sb., o vysokıch školách a o zmìnì a doplnìní dalších zákonù (zákon o vysokıch školách) |/snìmovní tisk 472/||0||||||o vysokıch školách-R.M.|
3572|89|2649|1|58|Návrh poslancù Radko Martínka, Miloslava Vıborného, Petra Mareše, Jiøího Patoèky a Miloslava Kuèery st. na vydání zákona, kterım se mìní zákon è. 111/1998 Sb., o vysokıch školách a o zmìnì a doplnìní dalších zákonù (zákon o vysokıch školách)|/snìmovní tisk 472/||1|1||||||
3576|89|2288|3|19|Návrh poslancù Jana Grùzy a dalších na vydání zákona, kterım se mìní zákon Èeské národní rady è. 587/1992 Sb., o spotøebních daních, ve znìní pozdìjších pøedpisù|/snìmovní tisk 249/||1|1||||||
3576|89|2494|3|19|Vládní návrh zákona o volbách do zastupitelstev krajù a zastupitelstva hlavního mìsta Prahy a o zmìnì nìkterıch zákonù |/snìmovní tisk 344/||0||||||volby do zastup. krajù|
3576|89|2494|3|25|Vládní návrh zákona o volbách do zastupitelstev krajù a zastupitelstva hlavního mìsta Prahy a o zmìnì nìkterıch zákonù|/snìmovní tisk 344/||1|1||||||
3581|89|2597|3|6|Vládní návrh zákona o obcích (obecní zøízení)|/snìmovní tisk 422/||1|1||||||
3581|89|2597|3|7|Vládní návrh zákona o obcích (obecní zøízení) |/snìmovní tisk 422/||0||||||o obcích - EU|
3583|89|2599|3|8|Vládní návrh zákona o okresních úøadech|/snìmovní tisk 424/||1|1||||||
3583|89|2599|3|9|Vládní návrh zákona o okresních úøadech  |/snìmovní tisk 424/||0||||||o okres. úøadech - EU|
3585|89|2601|3|10|Vládní návrh zákona o zmìnì a zrušení nìkterıch zákonù souvisejících se zákonem o krajích, zákonem o obcích, zákonem o okresních úøadech a zákonem o hlavním mìstì Praze|/snìmovní tisk 426/||1|1||||||
3585|89|2601|3|11|Vládní návrh zákona o zmìnì a zrušení nìkterıch zákonù souvisejících se zákonem o krajích, zákonem o obcích, zákonem o okresních úøadech a zákonem o hlavním mìstì Praze  |/snìmovní tisk 426/||0||||||zmìna a zruš.souvis.zák.-EU|
3587|89|2603|3|24|Vládní návrh zákona o ochranì sbírek muzejní povahy a o zmìnì zákona è. 71/1994 Sb., o prodeji a vıvozu pøedmìtù kulturní hodnoty, a zákona è. 20/1987 Sb., o státní památkové péèi, ve znìní pozdìjších pøedpisù (zákon o sbírkách muzejní povahy)  |/snìmovní tisk 427/||0||||||o ochranì sbírek|
3587|89|2603|3|30|Vládní návrh zákona o ochranì sbírek muzejní povahy a o zmìnì zákona è. 71/1994 Sb., o prodeji a vıvozu pøedmìtù kulturní hodnoty, a zákona è. 20/1987 Sb., o státní památkové péèi, ve znìní pozdìjších pøedpisù (zákon o sbírkách muzejní povahy)|/snìmovní tisk 427/||1|1||||||
3588|89|2606|3|25|Vládní návrh zákona, kterım se mìní zákon è. 344/1992 Sb., o katastru nemovitostí Èeské republiky (katastrální zákon), ve znìní zákona è. 89/1996 Sb., a zákon è. 200/1994 Sb., o zemìmìøictví a o zmìnì a doplnìní nìkterıch zákonù souvisejících s jeho zavedením  |/snìmovní tisk 430/||0||||||katastr nemovitostí|
3589|89|2607|3|26|Vládní návrh zákona, kterım se mìní zákon è. 505/1990 Sb., o metrologii, zákon è. 110/1997 Sb., o potravinách a tabákovıch vırobcích a zákon è. 20/1993 Sb., o zabezpeèení vıkonu státní správy v oblasti technické normalizace, metrologie a státního zkušebnictví, ve znìní zákona è. 22/1997 Sb. |/snìmovní tisk 432/||0||||||o metrologii|
3599|89|2615|3|14|Vládní návrh zákona o pøechodu nìkterıch vìcí, práv a závazkù z majetku Èeské republiky do majetku krajù|/snìmovní tisk 440/||1|1||||||
3599|89|2620|3|14|Vládní návrh zákona o právu autorském, o právech souvisejících s právem autorskım a o zmìnì nìkterıch zákonù (autorskı zákon) |/snìmovní tisk 443/||0||||||autorskı zákon - EU|
3599|89|2620|3|15|Vládní návrh zákona o právu autorském, o právech souvisejících s právem autorskım a o zmìnì nìkterıch zákonù (autorskı zákon)|/snìmovní tisk 443/||1|1||||||
3603|89|2378|3|16|Návrh poslancù Vlastimila Tlustého a Pavla Peška na vydání zákona, kterım se mìní zákon è. 42/1992 Sb., o úpravì majetkovıch vztahù a vypoøádání majetkovıch nárokù v drustvech, ve znìní pozdìjších pøedpisù|/snìmovní tisk 280/|zamítnuto|0||||||majetk.vztahy v drustvech|
3603|89|2378|3|21|Návrh poslancù Vlastimila Tlustého a Pavla Peška na vydání zákona, kterım se mìní zákon è. 42/1992 Sb., o úpravì majetkovıch vztahù a vypoøádání majetkovıch nárokù v drustvech, ve znìní pozdìjších pøedpisù|/snìmovní tisk 280/||1|1||||||
3606|89|2298|3|20|Návrh poslance Jaroslava Palase na vydání zákona, kterım se mìní zákon è. 587/1992 Sb., o spotøebních daních, ve znìní pozdìjších pøedpisù|/snìmovní tisk 255/||1|1||||||
3606|89|2530|3|20|Návrh poslancù Pavla Peška, Toma Zajíèka, Tomáše Kvapila, Rudolfa Tomíèka a dalších na vydání zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 172/1991 Sb., o pøechodu nìkterıch vìcí z majetku Èeské republiky do vlastnictví obcí ve znìní zákona è. 485/1991 Sb. a zákona è. 10/1993 Sb. |/snìmovní tisk 366/||0||||||pøevod majet. obcím|
3607|89|2554|3|5|Vládní návrh zákona o telekomunikacích a o zmìnì dalších zákonù|/snìmovní tisk 390/||1|1||||||
3607|89|2554|3|6|Vládní návrh zákona o telekomunikacích a o zmìnì dalších zákonù|/snìmovní tisk 390/||0||||||telekomunikace - EU|
3611|89|2598|3|7|Vládní návrh zákona o krajích (krajské zøízení)|/snìmovní tisk 423/||1|1||||||
3611|89|2598|3|8|Vládní návrh zákona o krajích (krajské zøízení) |/snìmovní tisk 423/||0||||||o krajích - EU|
3613|89|2600|3|9|Vládní návrh zákona o hlavním mìstì Praze|/snìmovní tisk 425/||1|1||||||
3613|89|2600|3|10|Vládní návrh zákona o hlavním mìstì Praze  |/snìmovní tisk 425/||0||||||o hlav. m. Praze - EU|
3627|89|2616|3|11|Vládní návrh zákona o evidenci obyvatel a rodnıch èíslech a o zmìnì zákona è. 582/1991 Sb., o organizaci a provádìní sociálního zabezpeèení, ve znìní pozdìjších pøedpisù (zákon o evidenci obyvatel)|/snìmovní tisk 441/||1|1||||||
3627|89|2616|3|12|Vládní návrh zákona o evidenci obyvatel a rodnıch èíslech a o zmìnì zákona è. 582/1991 Sb., o organizaci a provádìní sociálního zabezpeèení, ve znìní pozdìjších pøedpisù (zákon o evidenci obyvatel) |/snìmovní tisk 441/||0||||||evidence obyv. - EU|
3629|89|2622|3|27|Vládní návrh zákona o poskytování náhrad škod zpùsobenıch vybranımi zvláštì chránìnımi ivoèichy  |/snìmovní tisk 445/||0||||||náhrady škod-chr. ivoèichy|
3629|89|2622|3|34|Vládní návrh zákona o poskytování náhrad škod zpùsobenıch vybranımi zvláštì chránìnımi ivoèichy|/snìmovní tisk 445/||1|1||||||
3633|89|2460|5|90|Vládní návrh zákona, kterım se mìní zákon è. 111/1994 Sb., o silnièní dopravì, ve znìní pozdìjších pøedpisù|/snìmovní tisk 306/||0||||||silnièní doprava - EU|
3633|89|2460|5|100|Vládní návrh zákona, kterım se mìní zákon è. 111/1994 Sb., o silnièní dopravì, ve znìní pozdìjších pøedpisù|/snìmovní tisk 306/||1|1||||||
3634|89|2554|5|91|Vládní návrh zákona o telekomunikacích a o zmìnì dalších zákonù|/snìmovní tisk 390/||0||||||telekomunikace - EU|
3634|89|2554|5|101|Vládní návrh zákona o telekomunikacích a o zmìnì dalších zákonù|/snìmovní tisk 390/||1|1||||||
3635|89|2597|5|92|Vládní návrh zákona o obcích (obecní zøízení) |/snìmovní tisk 422/||0||||||o obcích - EU|
3635|89|2597|5|102|Vládní návrh zákona o obcích (obecní zøízení)|/snìmovní tisk 422/||1|1||||||
3636|89|2598|5|93|Vládní návrh zákona o krajích (krajské zøízení) |/snìmovní tisk 423/||0||||||o krajích - EU|
3636|89|2598|5|103|Vládní návrh zákona o krajích (krajské zøízení)|/snìmovní tisk 423/||1|1||||||
3637|89|2599|5|94|Vládní návrh zákona o okresních úøadech  |/snìmovní tisk 424/||0||||||o okres. úøadech - EU|
3637|89|2599|5|104|Vládní návrh zákona o okresních úøadech|/snìmovní tisk 424/||1|1||||||
3638|89|2600|5|95|Vládní návrh zákona o hlavním mìstì Praze  |/snìmovní tisk 425/||0||||||o hlav. m. Praze - EU|
3638|89|2600|5|105|Vládní návrh zákona o hlavním mìstì Praze|/snìmovní tisk 425/||1|1||||||
3639|89|2601|5|96|Vládní návrh zákona o zmìnì a zrušení nìkterıch zákonù souvisejících se zákonem o krajích, zákonem o obcích, zákonem o okresních úøadech a zákonem o hlavním mìstì Praze  |/snìmovní tisk 426/||0||||||zmìna a zruš.souvis.zák.-EU|
3639|89|2601|5|106|Vládní návrh zákona o zmìnì a zrušení nìkterıch zákonù souvisejících se zákonem o krajích, zákonem o obcích, zákonem o okresních úøadech a zákonem o hlavním mìstì Praze|/snìmovní tisk 426/||1|1||||||
3640|89|2616|5|97|Vládní návrh zákona o evidenci obyvatel a rodnıch èíslech a o zmìnì zákona è. 582/1991 Sb., o organizaci a provádìní sociálního zabezpeèení, ve znìní pozdìjších pøedpisù (zákon o evidenci obyvatel) |/snìmovní tisk 441/||0||||||evidence obyv. - EU|
3640|89|2616|5|107|Vládní návrh zákona o evidenci obyvatel a rodnıch èíslech a o zmìnì zákona è. 582/1991 Sb., o organizaci a provádìní sociálního zabezpeèení, ve znìní pozdìjších pøedpisù (zákon o evidenci obyvatel)|/snìmovní tisk 441/||1|1||||||
3646|89|2559|2|69|Vládní návrh zákona o státním rozpoètu Èeské republiky na rok 2000  |/snìmovní tisk 376/6/||0||||||návrh SR 2000|
3646|89|2559|3|79|Vládní návrh zákona o státním rozpoètu Èeské republiky na rok 2000|/snìmovní tisk 376/6/||1|1||||||
3647|89|2559|5|88|Vládní návrh zákona o státním rozpoètu Èeské republiky na rok 2000  |/snìmovní tisk 376/6/||0||||||návrh SR 2000|
3647|89|2559|5|98|Vládní návrh zákona o státním rozpoètu Èeské republiky na rok 2000|/snìmovní tisk 376/6/||1|1||||||
3649|89|||131|Ústní interpelace|Není sn.tiskem|Èt 16.00-18.30 hod.|0||||||interpelace|
3649|89|||145|Ústní interpelace|Není sn.tisk||1|1||||||
3650|89|||132|Odpovìdi èlenù vlády na písemné interpelace|Není sn.tiskem||0||||2||odpovìdi na pís.interpel.|
3650|89|||146|Odpovìdi èlenù vlády na písemné interpelace|Není sn.tisk||1|1||||||
3653|89|2620|5|99|Vládní návrh zákona o právu autorském, o právech souvisejících s právem autorskım a o zmìnì nìkterıch zákonù (autorskı zákon) |/snìmovní tisk 443/||0||||||autorskı zákon - EU|
3653|89|2620|5|111|Vládní návrh zákona o právu autorském, o právech souvisejících s právem autorskım a o zmìnì nìkterıch zákonù (autorskı zákon)|/snìmovní tisk 443/||1|1||||||
3656|89|2378|5|101|Návrh poslancù Vlastimila Tlustého a Pavla Peška na vydání zákona, kterım se mìní zákon è. 42/1992 Sb., o úpravì majetkovıch vztahù a vypoøádání majetkovıch nárokù v drustvech, ve znìní pozdìjších pøedpisù|/snìmovní tisk 280/||3||||||majetk.vztahy v drustvech|
3656|89|2378|5|117|Návrh poslancù Vlastimila Tlustého a Pavla Peška na vydání zákona, kterım se mìní zákon è. 42/1992 Sb., o úpravì majetkovıch vztahù a vypoøádání majetkovıch nárokù v drustvech, ve znìní pozdìjších pøedpisù|/snìmovní tisk 280/||1|1||||||
3657|89|2530|5|105|Návrh poslancù Pavla Peška, Toma Zajíèka, Tomáše Kvapila, Rudolfa Tomíèka a dalších na vydání zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 172/1991 Sb., o pøechodu nìkterıch vìcí z majetku Èeské republiky do vlastnictví obcí ve znìní zákona è. 485/1991 Sb. a zákona è. 10/1993 Sb. |/snìmovní tisk 366/||0||||||pøevod majet. obcím|
3660|89|2603|5|109|Vládní návrh zákona o ochranì sbírek muzejní povahy a o zmìnì zákona è. 71/1994 Sb., o prodeji a vıvozu pøedmìtù kulturní hodnoty, a zákona è. 20/1987 Sb., o státní památkové péèi, ve znìní pozdìjších pøedpisù (zákon o sbírkách muzejní povahy)  |/snìmovní tisk 427/||0||||||o ochranì sbírek|
3660|89|2603|5|126|Vládní návrh zákona o ochranì sbírek muzejní povahy a o zmìnì zákona è. 71/1994 Sb., o prodeji a vıvozu pøedmìtù kulturní hodnoty, a zákona è. 20/1987 Sb., o státní památkové péèi, ve znìní pozdìjších pøedpisù (zákon o sbírkách muzejní povahy)|/snìmovní tisk 427/||1|1||||||
3660|89|2611|5|109|Vládní návrh zákona o hospodáøskıch opatøeních pro krizové stavy a o zmìnì nìkterıch souvisejících zákonù|/snìmovní tisk 436/||1|1||||||
3661|89|2606|5|110|Vládní návrh zákona, kterım se mìní zákon è. 344/1992 Sb., o katastru nemovitostí Èeské republiky (katastrální zákon), ve znìní zákona è. 89/1996 Sb., a zákon è. 200/1994 Sb., o zemìmìøictví a o zmìnì a doplnìní nìkterıch zákonù souvisejících s jeho zavedením  |/snìmovní tisk 430/||0||||||katastr nemovitostí|
3661|89|2615|5|110|Vládní návrh zákona o pøechodu nìkterıch vìcí, práv a závazkù z majetku Èeské republiky do majetku krajù|/snìmovní tisk 440/||1|1||||||
3662|89|2607|5|111|Vládní návrh zákona, kterım se mìní zákon è. 505/1990 Sb., o metrologii, zákon è. 110/1997 Sb., o potravinách a tabákovıch vırobcích a zákon è. 20/1993 Sb., o zabezpeèení vıkonu státní správy v oblasti technické normalizace, metrologie a státního zkušebnictví, ve znìní zákona è. 22/1997 Sb. |/snìmovní tisk 432/||0||||||o metrologii|
3664|89|2622|5|112|Vládní návrh zákona o poskytování náhrad škod zpùsobenıch vybranımi zvláštì chránìnımi ivoèichy  |/snìmovní tisk 445/||0||||||náhrady škod-chr. ivoèichy|
3664|89|2622|5|130|Vládní návrh zákona o poskytování náhrad škod zpùsobenıch vybranımi zvláštì chránìnımi ivoèichy|/snìmovní tisk 445/||1|1||||||
3665|89|2691|1|53|Vládní návrh zákona, kterım se mìní zákon è. 424/1991 Sb., o sdruování v politickıch stranách a v politickıch hnutích, ve znìní zákona è. 468/1991 Sb., zákona è. 68/1993 Sb., zákona è. 189/1993 Sb., zákona è. 117/1994 Sb., nálezu Ústavního soudu uveøejnìného pod è. 296/1995 Sb. a zákona è. 322/1996 Sb., a zákon è. 586/1992 Sb., o daních z pøíjmù, ve znìní pozdìjších pøedpisù |/snìmovní tisk 513/||0||||||sdru. v pol. stranách|
3666|89|2693|1|28|Vládní návrh zákona, kterım se mìní zákon è. 59/1998 Sb., o odpovìdnosti za škodu zpùsobenou vadou vırobku |/snìmovní tisk 515/||0||||||odpovìdnost za škodu - EU|
3666|89|2693|1|36|Vládní návrh zákona, kterım se mìní zákon è. 59/1998 Sb., o odpovìdnosti za škodu zpùsobenou vadou vırobku|/snìmovní tisk 515/||1|1||||||
3667|89|2692|1|126|Pøehled finanèních prostøedkù poskytovanıch na obnovu vodních tokù po povodních|/snìmovní tisk 514/||0||||||obnova vod. tokù|
3667|89|2692|1|142|Pøehled finanèních prostøedkù poskytovanıch na obnovu vodních tokù po povodních|/snìmovní tisk 514/||1|1||||||
3668|89|2494|5|104|Vládní návrh zákona o volbách do zastupitelstev krajù a zastupitelstva hlavního mìsta Prahy a o zmìnì nìkterıch zákonù |/snìmovní tisk 344/||0||||||volby do zastup. krajù|
3668|89|2494|5|121|Vládní návrh zákona o volbách do zastupitelstev krajù a zastupitelstva hlavního mìsta Prahy a o zmìnì nìkterıch zákonù|/snìmovní tisk 344/||1|1||||||
3669|89|2679|1|89|Podpùrné programy zemìdìlství pro rok 2000, poskytované podle § 2 zákona è. 252/1997 Sb., o zemìdìlství  |/snìmovní tisk 503/||0||||||podpùrné prog. zemìdìl.|
3669|89|2679|1|99|Podpùrné programy zemìdìlství pro rok 2000, poskytované podle § 2 zákona è. 252/1997 Sb., o zemìdìlství|/snìmovní tisk 503/||1|1||||||
3670|89|2674|1|54|Vládní návrh zákona o matrikách, jménu a pøíjmení a o zmìnì nìkterıch souvisejících zákonù |/snìmovní tisk 498/||0||||||matriky|
