id_bod|id_schuze|id_tisk|id_typ|bod|uplny_naz|uplny_kon|poznamka|id_bod_stav|pozvanka|rj|pozn2|druh_bodu|id_sd|zkratka
4223|93|2675|14|5|Návrh zákona, kterım se mìní zákon è. 115/1995 Sb., o vinohradnictví a vinaøství a o zmìnì nìkterıch souvisejících právních pøedpisù |/snìmovní tisk 499/3/||1|1|||||vinohradnictví - EU|
4223|93|2675|14|6|Návrh zákona, kterım se mìní zákon è. 115/1995 Sb., o vinohradnictví a vinaøství a o zmìnì nìkterıch souvisejících právních pøedpisù |/snìmovní tisk 499/3/||0||||||vinohradnictví - EU|
4224|93|2827|1|105|Pøepracovanı program èinnosti Fondu dìtí a mládee na rok 2000 |/snìmovní tisk 459/2/||1|1|||||Program FDM r.00-pøeprac.|
4224|93|2827|1|115|Pøepracovanı program èinnosti Fondu dìtí a mládee na rok 2000 |/snìmovní tisk 459/2/||0||0||||Program FDM r.00-pøeprac.|
4225|93|||95|Návrh na volbu veøejného ochránce práv a jeho zástupce|Není sn.tiskem||1|1|||||volba veø.ochr.práv|
4225|93|||104|Návrh na volbu veøejného ochránce práv a jeho zástupce|Není sn.tiskem|nezvoleni|0||0||||volba veø.ochr.práv|
4226|93|||110|Návrh na zøízení doèasné komise Poslanecké snìmovny pro otázky vnitøního trhu|Není sn.tiskem||1|1|||||zøíz.DK PS vnitø.trh|
4226|93|||120|Návrh na zøízení doèasné komise Poslanecké snìmovny pro otázky vnitøního trhu|Není sn.tiskem|zamítnuto|0||0||||zøíz.DK PS vnitø.trh|
4227|93|||100|Vládní návrh na øešení insolventnosti Fondu pojištìní vkladù a situace v sektoru penìního drustevnictví|Není sn.tiskem||1|1|0||||insolvent.Fondu pojiš.|
4227|93|||110|Vládní návrh na øešení insolventnosti Fondu pojištìní vkladù a situace v sektoru penìního drustevnictví|Není sn.tiskem||0||0||||insolvent.Fondu pojiš.|
4228|93|||94|Návrh na ustavení doèasné komise Poslanecké snìmovny pro dùchodovou reformu|Není sn.tiskem||1|1|||||ust. DK dùchod.ref.|
4228|93|||103|Návrh na ustavení doèasné komise Poslanecké snìmovny pro dùchodovou reformu|Není sn.tiskem||0||0||||ust. DK dùchod.ref.|
4229|93|||98|Návrh na volbu pøedsedy doèasné komise Poslanecké snìmovny pro dùchodovou reformu|Není sn.tiskem||1|1|||||volba pøedsedy DK-dùch.|
4229|93|||108|Návrh na volbu pøedsedy doèasné komise Poslanecké snìmovny pro dùchodovou reformu|Není sn.tiskem||0||0||||volba pøedsedy DK-dùch.|
4231|93|2644|5|70|Vládní návrh zákona, kterım se mìní zákon è. 40/1964 Sb., obèanskı zákoník, ve znìní pozdìjších pøedpisù, a nìkteré další zákony |/snìmovní tisk 465/||1|1|||||obèan.zák. -EU|
4231|93|2644|5|73|Vládní návrh zákona, kterım se mìní zákon è. 40/1964 Sb., obèanskı zákoník, ve znìní pozdìjších pøedpisù, a nìkteré další zákony |/snìmovní tisk 465/||0||||||obèan.zák. -EU|
4232|93|2683|5|71|Vládní návrh zákona o provozu na pozemních komunikacích a o zmìnách nìkterıch zákonù |/snìmovní tisk 477/||1|1|||||provoz na pozem.kom.-EU|
4232|93|2683|5|74|Vládní návrh zákona o provozu na pozemních komunikacích a o zmìnách nìkterıch zákonù |/snìmovní tisk 477/||0||||||provoz na pozem.kom.-EU|
4237|93|2771|5|91|Vládní návrh zákona, kterım se mìní zákon è. 136/1994 Sb., o barvení a znaèkování nìkterıch uhlovodíkovıch paliv a maziv a o opatøeních s tím souvisejících, o doplnìní zákona è. 455/1991 Sb., o ivnostenském podnikání (ivnostenskı zákon), ve znìní pozdìjších pøedpisù, zákona Èeské národní rady è. 587/1992 Sb., o spotøebních daních, ve znìní pozdìjších pøedpisù, a o zmìnì zákona Èeské národní rady è. 588/1992 Sb., o dani z pøidané hodnoty, ve znìní pozdìjších pøedpisù, ve znìní zákona è. 95/1996 Sb. |/snìmovní tisk 586/||1|1|||||barvení paliv,maziv|
4237|93|2771|5|93|Vládní návrh zákona, kterım se mìní zákon è. 136/1994 Sb., o barvení a znaèkování nìkterıch uhlovodíkovıch paliv a maziv a o opatøeních s tím souvisejících, o doplnìní zákona è. 455/1991 Sb., o ivnostenském podnikání (ivnostenskı zákon), ve znìní pozdìjších pøedpisù, zákona Èeské národní rady è. 587/1992 Sb., o spotøebních daních, ve znìní pozdìjších pøedpisù, a o zmìnì zákona Èeské národní rady è. 588/1992 Sb., o dani z pøidané hodnoty, ve znìní pozdìjších pøedpisù, ve znìní zákona è. 95/1996 Sb. |/snìmovní tisk 586/||0||0||||barvení paliv,maziv|
4238|93|2658|5|72|Vládní návrh zákona, kterım se mìní zákon è. 563/1991 Sb., o úèetnictví, ve znìní pozdìjších pøedpisù, a nìkteré další zákony  |/snìmovní tisk 478/||1|1|||||úèetnictví -EU|
4238|93|2658|5|75|Vládní návrh zákona, kterım se mìní zákon è. 563/1991 Sb., o úèetnictví, ve znìní pozdìjších pøedpisù, a nìkteré další zákony  |/snìmovní tisk 478/|neschválen|0||0||||úèetnictví -EU|
4239|93|2709|5|73|Vládní návrh zákona o finanèní kontrole ve veøejné správì |/snìmovní tisk 530/||1|1|||||fin.kontrola veø.spr. -EU|
4239|93|2709|5|76|Vládní návrh zákona o finanèní kontrole ve veøejné správì |/snìmovní tisk 530/||3||||||fin.kontrola veø.spr. -EU|
4240|93|2710|5|74|Vládní návrh zákona, kterım se mìní zákon è. 591/1992 Sb., o cennıch papírech, ve znìní pozdìjších pøedpisù, a nìkteré další zákony |/snìmovní tisk 531/||1|1|||||cenné papíry -EU|
4240|93|2710|5|77|Vládní návrh zákona, kterım se mìní zákon è. 591/1992 Sb., o cennıch papírech, ve znìní pozdìjších pøedpisù, a nìkteré další zákony |/snìmovní tisk 531/||0||||||cenné papíry -EU|
4241|93|2711|5|75|Vládní návrh zákona, kterım se mìní zákon è. 530/1990 Sb., o dluhopisech, ve znìní pozdìjších pøedpisù |/snìmovní tisk 532/||1|1|||||dluhopisy - EU|
4241|93|2711|5|78|Vládní návrh zákona, kterım se mìní zákon è. 530/1990 Sb., o dluhopisech, ve znìní pozdìjších pøedpisù |/snìmovní tisk 532/||0||||||dluhopisy - EU|
4242|93|2716|5|76|Vládní návrh zákona, kterım se mìní zákon è. 6/1993 Sb., o Èeské národní bance, ve znìní pozdìjších pøedpisù |/snìmovní tisk 537/||1|1|||||ÈNB -EU|
4242|93|2716|5|79|Vládní návrh zákona, kterım se mìní zákon è. 6/1993 Sb., o Èeské národní bance, ve znìní pozdìjších pøedpisù |/snìmovní tisk 537/||0||0||||ÈNB -EU|
4243|93|2767|5|77|Vládní návrh zákona o obecních daních a o zmìnì nìkterıch souvisejících zákonù (o obecních daních) |/snìmovní tisk 582/||1|1|||||obecní danì|
4243|93|2767|5|96|Vládní návrh zákona o obecních daních a o zmìnì nìkterıch souvisejících zákonù (o obecních daních) |/snìmovní tisk 582/|neschválen|0||0||||obecní danì|
4244|93|2725|5|78|Vládní návrh zákona, kterım se mìní zákon è. 110/1997 Sb., o potravinách a tabákovıch vırobcích a o zmìnì a doplnìní nìkterıch souvisejících zákonù |/snìmovní tisk 546/||1|1|||||potr.tabák.vırobky -EU|
4244|93|2725|5|80|Vládní návrh zákona, kterım se mìní zákon è. 110/1997 Sb., o potravinách a tabákovıch vırobcích a o zmìnì a doplnìní nìkterıch souvisejících zákonù |/snìmovní tisk 546/||0||||||potr.tabák.vırobky -EU|
4245|93|2773|5|79|Vládní návrh zákona, kterım se mìní zákon è. 156/1998 Sb., o hnojivech, pomocnıch pùdních látkách, pomocnıch rostlinnıch pøípravcích a substrátech a o agrochemickém zkoušení zemìdìlskıch pùd (zákon o hnojivech) |/snìmovní tisk 588/||1|1|||||hnojiva - EU|
4245|93|2773|5|81|Vládní návrh zákona, kterım se mìní zákon è. 156/1998 Sb., o hnojivech, pomocnıch pùdních látkách, pomocnıch rostlinnıch pøípravcích a substrátech a o agrochemickém zkoušení zemìdìlskıch pùd (zákon o hnojivech) |/snìmovní tisk 588/||0||||||hnojiva - EU|
4246|93|2772|5|80|Vládní návrh zákona o Správách povodí |/snìmovní tisk 587/||1|1|||||Správy povodí|
4246|93|2772|5|82|Vládní návrh zákona o Správách povodí |/snìmovní tisk 587/||0||||||Správy povodí|
4247|93|2612|5|81|Vládní návrh zákona, kterım se mìní zákon è. 62/1988 Sb., o geologickıch pracích a o Èeském geologickém úøadu, ve znìní zákona è. 543/1991 Sb., a zákon è. 44/1988 Sb., o ochranì a vyuití nerostného bohatství (horní zákon), ve znìní pozdìjších pøedpisù |/snìmovní tisk 437/||1|1|||||geolog. práce|
4247|93|2612|5|83|Vládní návrh zákona, kterım se mìní zákon è. 62/1988 Sb., o geologickıch pracích a o Èeském geologickém úøadu, ve znìní zákona è. 543/1991 Sb., a zákon è. 44/1988 Sb., o ochranì a vyuití nerostného bohatství (horní zákon), ve znìní pozdìjších pøedpisù |/snìmovní tisk 437/||0||||||geolog. práce|
4248|93|2634|5|88|Vládní návrh zákona o informaèních systémech veøejné správy |/snìmovní tisk 457/||1|1|||||inf.systémy veø.spr.|
4248|93|2634|5|90|Vládní návrh zákona o informaèních systémech veøejné správy |/snìmovní tisk 457/||0||||||inf.systémy veø.spr.|
4249|93|2645|5|82|Senátní návrh zákona, kterım se mìní a doplòuje zákon è. 247/1995 Sb., o volbách do Parlamentu Èeské republiky a o zmìnì a doplnìní nìkterıch dalších zákonù, ve znìní zákona è. 212/1996 Sb. |/snìmovní tisk 467/||1|1|||||sn volby do Parlamentu|
4249|93|2645|5|84|Senátní návrh zákona, kterım se mìní a doplòuje zákon è. 247/1995 Sb., o volbách do Parlamentu Èeské republiky a o zmìnì a doplnìní nìkterıch dalších zákonù, ve znìní zákona è. 212/1996 Sb. |/snìmovní tisk 467/||3||||||sn volby do Parlamentu|
4250|93|2674|5|83|Vládní návrh zákona o matrikách, jménu a pøíjmení a o zmìnì nìkterıch souvisejících zákonù |/snìmovní tisk 498/||1|1|||||matriky|
4250|93|2674|5|85|Vládní návrh zákona o matrikách, jménu a pøíjmení a o zmìnì nìkterıch souvisejících zákonù |/snìmovní tisk 498/||0||||||matriky|
4251|93|2702|5|84|Vládní návrh zákona, kterım se mìní zákon è. 273/1993 Sb., o nìkterıch podmínkách vıroby, šíøení a archivování audiovizuálních dìl, o zmìnì a doplnìní nìkterıch zákonù a nìkterıch dalších pøedpisù, ve znìní pozdìjších pøedpisù  |/snìmovní tisk 524/||1|1|||||audiovizuální díla|
4251|93|2702|5|86|Vládní návrh zákona, kterım se mìní zákon è. 273/1993 Sb., o nìkterıch podmínkách vıroby, šíøení a archivování audiovizuálních dìl, o zmìnì a doplnìní nìkterıch zákonù a nìkterıch dalších pøedpisù, ve znìní pozdìjších pøedpisù  |/snìmovní tisk 524/||3||||||audiovizuální díla|
4252|93|2704|5|93|Vládní návrh zákona o zrušení Fondu dìtí a mládee |/snìmovní tisk 526/||1|1|||||zrušení FDM|
4252|93|2704|5|95|Vládní návrh zákona o zrušení Fondu dìtí a mládee |/snìmovní tisk 526/||0||||||zrušení FDM|
4253|93|2739|5|85|Návrh poslancù Pavla Nìmce, Vladimíra Doleala, Miroslava Kalouska, Svatomíra Recmana a dalších na vydání zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 16/1993 Sb., o dani silnièní, ve znìní pozdìjších pøedpisù |/snìmovní tisk 559/||1|1|||||daò silnièní|
4253|93|2739|5|87|Návrh poslancù Pavla Nìmce, Vladimíra Doleala, Miroslava Kalouska, Svatomíra Recmana a dalších na vydání zákona, kterım se mìní a doplòuje zákon Èeské národní rady è. 16/1993 Sb., o dani silnièní, ve znìní pozdìjších pøedpisù |/snìmovní tisk 559/||0||||||daò silnièní|
4254|93|2746|5|86|Návrh poslancù Tomáše Kladívka, Jaroslava Lobkowicze, Pavla Peška a dalších na vydání zákona, kterım se mìní zákon è. 1/1991 Sb., o zamìstnanosti, ve znìní pozdìjších pøedpisù |/snìmovní tisk 563/||1|1|||||zamìstnanost|
4254|93|2746|5|88|Návrh poslancù Tomáše Kladívka, Jaroslava Lobkowicze, Pavla Peška a dalších na vydání zákona, kterım se mìní zákon è. 1/1991 Sb., o zamìstnanosti, ve znìní pozdìjších pøedpisù |/snìmovní tisk 563/||0||||||zamìstnanost|
4255|93|2768|5|87|Vládní návrh zákona o obranné standardizaci, katalogizaci a státním ovìøování jakosti vırobkù a slueb urèenıch k zajištìní obrany státu a o zmìnì ivnostenského zákona   |/snìmovní tisk 583/||1|1|||||obranná standardizace|
4255|93|2768|5|89|Vládní návrh zákona o obranné standardizaci, katalogizaci a státním ovìøování jakosti vırobkù a slueb urèenıch k zajištìní obrany státu a o zmìnì ivnostenského zákona   |/snìmovní tisk 583/||0||||||obranná standardizace|
4256|93|2796|5|90|Vládní návrh zákona, kterım se mìní zákon è. 148/1998 Sb., o ochranì utajovanıch skuteèností a o zmìnì nìkterıch pøedpisù |/snìmovní tisk 609/||1|1|||||ochrana utaj.skut.vl.|
4256|93|2796|5|92|Vládní návrh zákona, kterım se mìní zákon è. 148/1998 Sb., o ochranì utajovanıch skuteèností a o zmìnì nìkterıch pøedpisù |/snìmovní tisk 609/||3||||||ochrana utaj.skut.vl.|
4257|93|2760|5|89|Návrh poslancù Petra Neèase, Františka Ondruše a Jana iky na vydání zákona, kterım se mìní zákon è. 148/1998 Sb., o ochranì utajovanıch skuteèností a o zmìnì nìkterıch zákonù, ve znìní zákona è. 164/1999 Sb. |/snìmovní tisk 575/||1|1|||||ochrana utaj.skut.P.N.|
4257|93|2760|5|91|Návrh poslancù Petra Neèase, Františka Ondruše a Jana iky na vydání zákona, kterım se mìní zákon è. 148/1998 Sb., o ochranì utajovanıch skuteèností a o zmìnì nìkterıch zákonù, ve znìní zákona è. 164/1999 Sb. |/snìmovní tisk 575/||0||||||ochrana utaj.skut.P.N.|
4258|93|2780|5|92|Návrh poslancù Jaromíra Talíøe, Petra Mareše, Petra Plevy, Miloslava Kuèery st. a Zdeòka Klanici na vydání zákona, kterım se mìní zákon è. 46/2000 Sb., o právech a povinnostech pøi vydávání periodického tisku a o zmìnì nìkterıch dalších zákonù (tiskovı zákon) |/snìmovní tisk 595/||1|1|||||tiskovı zákon|
4258|93|2780|5|94|Návrh poslancù Jaromíra Talíøe, Petra Mareše, Petra Plevy, Miloslava Kuèery st. a Zdeòka Klanici na vydání zákona, kterım se mìní zákon è. 46/2000 Sb., o právech a povinnostech pøi vydávání periodického tisku a o zmìnì nìkterıch dalších zákonù (tiskovı zákon) |/snìmovní tisk 595/||0||||||tiskovı zákon|
4262|93|2816|1|45|Návrh poslancù Jiøího Havlíèka, Ladislava Šustra, Vladimíra Doleala, Václava Brouska, Ladislava Korbela a Michala Krause na vydání zákona, kterım se mìní a doplòuje zákon è. 586/1992 Sb., o daních z pøíjmù, ve znìní pozdìjších pøedpisù |/snìmovní tisk 629/||1|1|0||||danì z pøíjmù J.H.|
4262|93|2816|1|47|Návrh poslancù Jiøího Havlíèka, Ladislava Šustra, Vladimíra Doleala, Václava Brouska, Ladislava Korbela a Michala Krause na vydání zákona, kterım se mìní a doplòuje zákon è. 586/1992 Sb., o daních z pøíjmù, ve znìní pozdìjších pøedpisù |/snìmovní tisk 629/||0||0||||danì z pøíjmù J.H.|
4263|93|2817|1|47|Návrh poslancù Cyrila Svobody, Ivany Hanaèíkové a dalších na vydání zákona, kterım se mìní a doplòuje zákon è. 140/1961 Sb., trestní zákon, ve znìní pozdìjších pøedpisù |/snìmovní tisk 630/||1|1|0||||trestní z. C.S.|
4263|93|2817|1|49|Návrh poslancù Cyrila Svobody, Ivany Hanaèíkové a dalších na vydání zákona, kterım se mìní a doplòuje zákon è. 140/1961 Sb., trestní zákon, ve znìní pozdìjších pøedpisù |/snìmovní tisk 630/|zamítnuto|0||0||||trestní z. C.S.|
4265|93|||99|ádost o vyslovení souhlasu k trestnímu stíhání poslankynì Ludmily Müllerové|Není sn.tiskem||1|1|0||||MIV-L.Müllerová|
4265|93|||109|ádost o vyslovení souhlasu k trestnímu stíhání poslankynì Ludmily Müllerové|Není sn.tiskem||0||0||||MIV-L.Müllerová|
4266|93|2833|1|66|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu ratifikace Opèního protokolu k Úmluvì OSN o odstranìní všech forem diskriminace en |/snìmovní tisk 638/||1|1|0||||Opèní prot.diskrim.en|
4266|93|2833|1|68|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Opèní protokol k Úmluvì OSN o odstranìní všech forem diskriminace en |/snìmovní tisk 638/||0||0||||Opèní prot.diskrim.en|
4267|93|2834|1|67|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá k vyslovení souhlasu Evropská úmluva o vıkonu práv dìtí, sjednaná ve Štrasburku dne 25. ledna 1996 |/snìmovní tisk 640/||1|1|0||||EÚ vıkon práv dìtí|
4267|93|2834|1|69|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá k vyslovení souhlasu Evropská úmluva o vıkonu práv dìtí, sjednaná ve Štrasburku dne 25. ledna 1996 |/snìmovní tisk 640/||0||0||||EÚ vıkon práv dìtí|
4268|93|2835|1|68|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá k vyslovení souhlasu Evropská úmluva o právním postavení dìtí narozenıch mimo manelství, sjednaná ve Štrasburku dne 15. øíjna 1975  |/snìmovní tisk 641/||1|1|0||||EÚ pr.post.neman.dìtí|
4268|93|2835|1|70|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá k vyslovení souhlasu Evropská úmluva o právním postavení dìtí narozenıch mimo manelství, sjednaná ve Štrasburku dne 15. øíjna 1975  |/snìmovní tisk 641/||0||0||||EÚ pr.post.neman.dìtí|
4269|93|2836|1|69|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá k vyslovení souhlasu Úmluva o mezinárodním pøístupu k soudùm, sjednaná v Haagu dne 25. øíjna 1980|/snìmovní tisk 642/||1|1|0||||Ú mezin.pøístup k soudùm|
4269|93|2836|1|71|Vládní návrh, kterım se Parlamentu Èeské republiky pøedkládá k vyslovení souhlasu Úmluva o mezinárodním pøístupu k soudùm, sjednaná v Haagu dne 25. øíjna 1980|/snìmovní tisk 642/||0||0||||Ú mezin.pøístup k soudùm|
4272|93|2837|1|51|Vládní návrh zákona o zøízení Univerzity Tomáše Bati ve Zlínì |/snìmovní tisk 644/||1|1|0||||zøízení Univer.TB|
4272|93|2837|1|53|Vládní návrh zákona o zøízení Univerzity Tomáše Bati ve Zlínì |/snìmovní tisk 644/||0||0||||zøízení Univer.TB|
4273|93|2841|1|31|Vládní návrh zákona, kterım se mìní zákon è. 555/1992 Sb., o Vìzeòské slubì a justièní strái Èeské republiky, ve znìní zákona è. 169/1999 Sb. a zákona è. 30/2000 Sb. |/snìmovní tisk 645/||1|1|0||||Vìzeòská sluba|
4273|93|2841|1|33|Vládní návrh zákona, kterım se mìní zákon è. 555/1992 Sb., o Vìzeòské slubì a justièní strái Èeské republiky, ve znìní zákona è. 169/1999 Sb. a zákona è. 30/2000 Sb. |/snìmovní tisk 645/||0||0||||Vìzeòská sluba|
4274|93|2842|1|62|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Salvadorskou republikou o podpoøe a vzájemné ochranì investic, podepsaná dne 29. listopadu 1999 v San Salvadoru  |/snìmovní tisk 646/||1|1|0||||D Salvador investice|
4274|93|2842|1|64|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Salvadorskou republikou o podpoøe a vzájemné ochranì investic, podepsaná dne 29. listopadu 1999 v San Salvadoru  |/snìmovní tisk 646/||0||0||||D Salvador investice|
4275|93|2843|1|63|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Zimbabwskou republikou o podpoøe a vzájemné ochranì investic, podepsaná dne 13. záøí 1999 v Harare   |/snìmovní tisk 647/||1|1|0||||D Zimbabwe investice|
4275|93|2843|1|65|Vládní návrh, kterım se pøedkládá Parlamentu Èeské republiky k vyslovení souhlasu Dohoda mezi Èeskou republikou a Zimbabwskou republikou o podpoøe a vzájemné ochranì investic, podepsaná dne 13. záøí 1999 v Harare   |/snìmovní tisk 647/||0||0||||D Zimbabwe investice|
4276|93|||96|Návrh na volbu èlena Rady Èeské televize|Není sn.tiskem||1|1|||||volba èl.RÈT|
4276|93|||105|Návrh na volbu èlena Rady Èeské televize|Není sn.tiskem||0||0||||volba èl.RÈT|
4284|93|||97|Návrh na volbu èlenù Rady Èeské republiky pro rozhlasové a televizní vysílání|Není sn.tiskem||1|1|0||||volba èl.RRTV|
4284|93|||106|Návrh na volbu èlenù Rady Èeské republiky pro rozhlasové a televizní vysílání|Není sn.tiskem||0||0||||volba èl.RRTV|
4294|93|2849|1|54|Vládní návrh zákona o státním dluhopisovém programu k získání finanèních prostøedkù na poskytnutí návratné finanèní vıpomoci ze státního rozpoètu ke krytí vıplaty náhrad ze Zajišovacího fondu drustevních záloen |/snìmovní tisk 653/|se zákonem nebyl vysl.souhlas a poté byl zamítnut|0||1||||dluhopis-drust.zál.- RJ|
4891|93|||107|Návrh nominace na èlena pracovní skupiny Rady vlády pro neziskové nestátní organizace k vyhodnocení vıbìrového øízení na rozdìlení finanèních prostøedkù získanıch prodejem akcií urèenıch pro Nadaèní investièní fond|Není sn.tiskem||0||0||||nom.èl.prac.sk.vlády|
4892|93|||100|Návrh na zøízení vyšetøovací komise Poslanecké snìmovny pro objasnìní rozhodování státu v IPB od doby jejího vzniku do uvalení nucené správy a jejího prodeje ÈSOB|Není sn.tiskem|komise zøízena|0||0||||zøíz. VK-IPB|
4893|93|2770|13|72|Zákon, kterım se mìní zákon è. 247/1995 Sb., o volbách do Parlamentu Èeské republiky a o zmìnì a doplnìní nìkterıch dalších zákonù, ve znìní zákona è. 212/1996 Sb., a nálezu Ústavního soudu uveøejnìného pod è. 243/1999 Sb., zákon è. 99/1963 Sb., obèanskı soudní øád, ve znìní pozdìjších pøedpisù, a zákon è. 2/1969 Sb., o zøízení ministerstev a jinıch ústøedních orgánù státní správy Èeské republiky, ve znìní pozdìjších pøedpisù, vrácenı prezidentem republiky |/snìmovní tisk 585/4/||0||0||||volby - Parlament|
4894|93|2854|1|98|Zpráva o stavu realizace Programového prohlášení a o èinnosti vlády Èeské republiky |/snìmovní tisk 656/||0||0||||zpr.vl.-plnìní Prog.|
4895|93|||99|Zpráva vlády o øešení situace v IPB|Není sn.tiskem||0||0||||zpr.vl.-sit. IPB|
4896|93|||1|Návrh na zkrácení lhùty pro projednání  snìmovního tisku 577 ve vıborech Poslanecké snìmovny|Není sn.tiskem||0||||||zkrácení lhùty|
4897|93|2762|3|32|Návrh poslancù Tomáše Teplíka a dalších na vydání zákona o zemìdìlskıch skladních listech a zemìdìlskıch veøejnıch skladech a o zmìnì nìkterıch souvisejících zákonù |/snìmovní tisk 577/||0||0||||zem.sklad.listy|
4898|93|2762|5|97|Návrh poslancù Tomáše Teplíka a dalších na vydání zákona o zemìdìlskıch skladních listech a zemìdìlskıch veøejnıch skladech a o zmìnì nìkterıch souvisejících zákonù |/snìmovní tisk 577/||0||||||zem.sklad.listy|
4899|93|||101|Návrh na zøízení stálé komise Poslanecké snìmovny pro bankovnictví|Není sn.tiskem|komise zøízena|0||0||||zøíz.SK-banky|
4900|93|||102|Návrh usnesení Poslanecké snìmovny k øešení následkù sucha|Není sn.tiskem||0||0||||následky sucha|
4901|93|||126|Návrh na volbu èlenù dozorèí rady Státního fondu dopravní infrastruktury|Není sn.tiskem|.|0||0||||volba èl.SFDI|
5001|93|||127|Návrh na volbu èlenù vyšetøovací komise Poslanecké snìmovny pro objasnìní rozhodování státu v IPB od doby jejího vzniku do uvalení nucené správy a jejího prodeje ÈSOB|Není sn.tiskem||0||0||||volba èl.VK IPB|
5002|93|||128|Návrh na volbu pøedsedy vyšetøovací komise Poslanecké snìmovny pro objasnìní rozhodování státu v IPB od doby jejího vzniku do uvalení nucené správy a jejího prodeje ÈSOB|Není sn.tiskem||0||0||||volba pø.VK IPB|
5003|93|||129|Návrh na ustavení stálé komise Poslanecké snìmovny pro bankovnictví|Není sn.tiskem||0||0||||ust.SK banky|
5004|93|||130|Návrh na volbu pøedsedy stálé komise Poslanecké snìmovny pro bankovnictví|Není sn.tiskem|nezvolen|0||0||||volba pø.SK banky|
5005|93|2700|14|133|Návrh zákona, kterım se mìní zákon è. 549/1991 Sb., o soudních poplatcích, ve znìní pozdìjších pøedpisù |/snìmovní tisk 521/3/||0||0||||soud. poplatky|
5006|93|2699|14|134|Návrh zákona o auditorech a o zmìnì zákona è. 165/1998 Sb. |/snìmovní tisk 522/3/||0||0||||o auditorech|
5007|93|2799|14|131|Návrh zákona o mezinárodní pomoci pøi vymáhání nìkterıch finanèních pohledávek |/snìmovní tisk 612/1/||0||0||||mez.pom.-vymáhání fin.pohl.|
5008|93|2800|14|132|Návrh zákona o mezinárodní pomoci pøi správì daní a o zmìnì zákona è. 531/1990 Sb., o územních finanèních orgánech, ve znìní pozdìjších pøedpisù |/snìmovní tisk 613/1/||0||0||||mez.pom.-spr.daní|
5009|93|2717|14|135|Návrh zákona o ochranì veøejného zdraví a o zmìnì nìkterıch souvisejících zákonù |/snìmovní tisk 538/3/||0||0||||ochrana veøej.zdraví|
5010|93|2721|14|136|Návrh zákona o Probaèní a mediaèní slubì a o zmìnì zákona è. 2/1969 Sb., o zøízení ministerstev a jinıch ústøedních orgánù státní správy Èeské republiky, ve znìní pozdìjších pøedpisù, zákona è. 65/1965 Sb., zákoník práce, ve znìní pozdìjších pøedpisù, a zákona è. 359/1999 Sb., o sociálnì-právní ochranì dìtí (zákon o Probaèní a mediaèní slubì) |/snìmovní tisk 542/3/||0||0||||Probaèní a mediaèní slu.|
5011|93|2726|14|137|Návrh zákona o Státním zemìdìlském intervenèním fondu a o zmìnì nìkterıch zákonù (zákon o Státním zemìdìlském intervenèním fondu) |/snìmovní tisk 547/3/||0||0||||St. zem. inter. fond|
5023|93|||138|Návrh termínu a poøadu 27. schùze Poslanecké snìmovny|Není sn.tiskem||0||||||termín 27. schùze PS|
5029|93|||139|ádost o vyslovení souhlasu s trestním stíháním poslance Jaroslava Bašty|Není sn.tiskem||0||0||||MIV-J.Bašta|
4327|96|||6|Informace o svolání ustavujících schùzí vıborù Poslanecké snìmovny a povìøení poslancù øízením tìchto schùzí|Není sn.tisk||0|||||||
4327|96|||8|Informace o svolání ustavujících schùzí vıborù Poslanecké snìmovny a povìøení poslancù øízením tìchto schùzí|Není sn.tisk||1|1||||||
4328|96|||3|Návrh na potvrzení platnosti usnesení pøijatıch Poslaneckou snìmovnou v 2. volebním období, kterımi Poslanecká snìmovna upravila své vnitøní pomìry a podrobnìjší pravidla jednání|Není sn.tisk||1|1||||||
4328|96|||7|Návrh na potvrzení platnosti usnesení pøijatıch Poslaneckou snìmovnou v 2. volebním období, kterımi Poslanecká snìmovna upravila své vnitøní pomìry a podrobnìjší pravidla jednání|Není sn.tisk||0|||||||
4329|96|||8|Návrh na potvrzení pøedsedù vıborù Poslanecké snìmovny|Není sn.tisk||0|||||||
4329|96|||9|Návrh na potvrzení pøedsedù vıborù Poslanecké snìmovny|Není sn.tisk||1|1||||||
4330|96|||1|Návrh na ustavení vıborù Poslanecké snìmovny|Není sn.tisk||0|||||||
4330|96|||2|Návrh na ustavení vıborù Poslanecké snìmovny|Není sn.tisk||1|1||||||
